"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"771 Harrison Ave #PHA, Boston, MA 02118 - Condo For Sale","1599000","2118","SingleFamilyResidence","2361","3 / 1","2","771 Harrison Ave #PHA","42.336939","-71.072993","2021","1","No","condominium"
"6 Dana Ave #6, Boston, MA 02136 - Condo For Sale","399000","2136","SingleFamilyResidence","1100","2","2","6 Dana Ave #6","42.254512","-71.125122","2002","0","0.03 acres","condominium"
"185 Maverick St #3, East Boston, MA 02128 - Condo For Sale","609900","2128","SingleFamilyResidence","798","1","2","185 Maverick St #3","42.369085","-71.036886","2023","0","0.02 acres","condominium"
"270 E St #3, Boston, MA 02127 - Condo For Sale","650000","2127","SingleFamilyResidence","750","1","2","270 E St #3","42.336443","-71.051067","1920","0","community-pool","condominium"
"97 Anderer Ln #207, Boston, MA 02132 - Condo For Sale","725000","2132","SingleFamilyResidence","1200","2","2","97 Anderer Ln #207","42.293737","-71.169035","1989","1","0.03 acres","condominium"
"15 North Beacon St #208, Boston, MA 02134 - Condo For Sale","455000","2134","SingleFamilyResidence","557","1","1","15 North Beacon St #208","42.35414","-71.137935","1989","1","community-pool","condominium"
"35-51 Walnut St, Boston, MA 02136 - Land For Sale","150000","2136","SingleFamilyResidence","0","0","0","35-51 Walnut St","42.25267","-71.12141","not available","0","0.10 acres","land"
"99 Sumner St #314, Boston, MA 02128 - Condo For Sale","699000","2128","SingleFamilyResidence","716","1","1","99 Sumner St #314","42.36981","-71.042368","2020","1","No","condominium"
"20 Penniman Rd #P2, Boston, MA 02134 - Home For Sale","999000","2134","SingleFamilyResidence","964","2","2","20 Penniman Rd #P2","42.355734","-71.136135","2018","1","No","home"
"5 Stillman Pl #3, Boston, MA 02113 - Home For Sale","529000","2113","SingleFamilyResidence","410","1","1","5 Stillman Pl #3","42.364178","-71.057732","1900","1","community-pool","home"
"36 Southbourne Rd, Boston, MA 02130 - Single-Family Home For Sale","749000","2130","SingleFamilyResidence","1354","1","3","36 Southbourne Rd","42.290323","-71.116595","1910","1","0.07 acres","single-family-home"
"691 Massachusetts Ave #203, Boston, MA 02118 - Condo For Sale","679000","2118","SingleFamilyResidence","687","1","1","691 Massachusetts Ave #203","42.335241","-71.075822","2010","0","No","condominium"
"893 E 2nd St #4, Boston, MA 02127 - Condo For Sale","1675000","2127","SingleFamilyResidence","2421","2 / 1","3","893 E 2nd St #4","42.337381","-71.027344","2016","2","No","condominium"
"4 Battery Wharf #4608, Boston, MA 02109 - Condo For Sale","1395000","2109","SingleFamilyResidence","1021","1 / 1","1","4 Battery Wharf #4608","42.367033","-71.050171","2008","1","0.02 acres","condominium"
"2 Cottage St #2, Boston, MA 02127 - Condo For Sale","669000","2127","SingleFamilyResidence","644","1","1","2 Cottage St #2","42.333625","-71.05342","2016","1","No","condominium"
"15 June St #15, Boston, MA 02131 - Condo For Sale","929000","2131","SingleFamilyResidence","2657","3 / 1","3","15 June St #15","42.276376","-71.135352","2019","2","No","condominium"
"30 Norton St, Boston, MA 02125 - Single-Family Home For Sale","549900","2125","SingleFamilyResidence","1316","1 / 1","3","30 Norton St","42.306822","-71.068743","1910","2","0.07 acres","single-family-home"
"28 Telegraph St #A, South Boston, MA 02127 - Condo For Sale","1175000","2127","SingleFamilyResidence","1557","3 / 1","3","28 Telegraph St #A","42.333083","-71.049614","1875","0","0.03 acres","condominium"
"11 Stimson St, Boston, MA 02132 - Single-Family Home For Sale","675000","2132","SingleFamilyResidence","1556","2","4","11 Stimson St","42.259925","-71.157268","1945","1","0.13 acres","single-family-home"
"44 Prince St #503, Boston, MA 02113 - Home For Sale","1399000","2113","SingleFamilyResidence","1009","2","2","44 Prince St #503","42.364429","-71.055023","2005","2","0.02 acres","home"
"760 E Broadway #101, Boston, MA 02127 - Condo For Sale","1799000","2127","SingleFamilyResidence","2233","3","3","760 E Broadway #101","42.335779","-71.034993","1875","2","community-pool","condominium"
"234 Causeway St #720, Boston, MA 02114 - Condo For Sale","799000","2114","SingleFamilyResidence","915","1","1","234 Causeway St #720","42.366688","-71.059341","1899","0","0.02 acres","condominium"
"151 Beacon St #3, Boston, MA 02116 - Condo For Sale","3499000","2116","SingleFamilyResidence","2023","2 / 1","3","151 Beacon St #3","42.3545","-71.07501","1860","1","No","condominium"
"606 E 4th St #104, South Boston, MA 02127 - Condo For Sale","875000","2127","SingleFamilyResidence","1103","2","2","606 E 4th St #104","42.334898","-71.04047","2011","1","No","condominium"
"70A Franklin St #70A, Boston, MA 02134 - Condo For Sale","799000","2134","SingleFamilyResidence","1620","2","2","70A Franklin St #70A","42.358086","-71.133268","1986","0","0.04 acres","condominium"
"7 Glenmore St, Boston, MA 02126 - Single-Family Home For Sale","249000","2126","SingleFamilyResidence","1300","2","3","7 Glenmore St","42.272503","-71.077941","2024","0","0.12 acres","single-family-home"
"261 Marlborough St #1, Boston, MA 02116 - Condo For Sale","735000","2116","SingleFamilyResidence","710","1","1","261 Marlborough St #1","42.351999","-71.082707","1930","0","0.02 acres","condominium"
"151 Tremont St #UL-309, Boston, MA 02111 - Land For Sale","75000","2111","SingleFamilyResidence","0","0","0","151 Tremont St #UL-309","42.3545","-71.06338","not available","0","No","land"
"9 Hawthorne Pl #7O, Boston, MA 02114 - Condo For Sale","569000","2114","SingleFamilyResidence","828","1","1","9 Hawthorne Pl #7O","42.36427","-71.06574","1967","0","0.02 acres","condominium"
"593 Walk Hill St, Boston, MA 02126 - Single-Family Home For Sale","439999","2126","SingleFamilyResidence","1502","1 / 1","3","593 Walk Hill St","42.281334","-71.098281","1950","1","0.09 acres","single-family-home"
"3 Melville Ave #6, Boston, MA 02124 - Condo For Sale","735000","2124","SingleFamilyResidence","1145","2","2","3 Melville Ave #6","42.29325","-71.070436","2022","0","No","condominium"
"580 Washington St #3C, Boston, MA 02111 - Home For Sale","1650000","2111","SingleFamilyResidence","1420","2","2","580 Washington St #3C","42.353249","-71.062333","2013","1","No","home"
"240 Devonshire St #5212, Boston, MA 02110 - Condo For Sale","4475000","2110","SingleFamilyResidence","1989","3","3","240 Devonshire St #5212","42.35458","-71.057112","2023","1","community-pool","condominium"
"50 Liberty Dr #3B,3C, Boston, MA 02210 - Condo For Sale","9950000","2210","SingleFamilyResidence","3696","4 / 2","4","50 Liberty Dr #3B,3C","42.354408","-71.044464","2018","3","No","condominium"
"44 Worley St, Boston, MA 02132 - Single-Family Home For Sale","1380000","2132","SingleFamilyResidence","3398","4","4","44 Worley St","42.292262","-71.162847","1880","2","0.21 acres","single-family-home"
"4 Battery Wharf #4610, Boston, MA 02109 - Condo For Sale","2325000","2109","SingleFamilyResidence","1395","2","2","4 Battery Wharf #4610","42.367033","-71.050171","2008","2","No","condominium"
"380 Harrison Ave #1006, Boston, MA 02118 - Condo For Sale","1090000","2118","SingleFamilyResidence","809","1 / 1","1","380 Harrison Ave #1006","42.343847","-71.063695","2021","0","community-pool","condominium"
"9R Trenton St #4, East Boston, MA 02128 - Condo For Sale","619000","2128","SingleFamilyResidence","1150","2","3","9R Trenton St #4","42.377851","-71.038796","2017","1","No","condominium"
"17 Elizabeth St, Boston, MA 02126 - Single-Family Home For Sale","700000","2126","SingleFamilyResidence","2023","1 / 1","4","17 Elizabeth St","42.279567","-71.087824","1920","0","0.14 acres","single-family-home"
"38 Pier 7 #38, Boston, MA 02129 - Condo For Sale","1799000","2129","SingleFamilyResidence","2358","2","3","38 Pier 7 #38","42.373967","-71.049618","1987","2","community-pool","condominium"
"63 Gates St #1, Boston, MA 02127 - Condo For Sale","699000","2127","SingleFamilyResidence","995","2","2","63 Gates St #1","42.331763","-71.048407","1910","0","No","condominium"
"3 Melville Ave #5, Boston, MA 02124 - Condo For Sale","698000","2124","SingleFamilyResidence","1093","2 / 1","2","3 Melville Ave #5","42.29325","-71.070436","2022","0","No","condominium"
"1199-1203 Blue Hill Ave, Boston, MA 02126 - Land For Sale","1999999","2126","SingleFamilyResidence","0","0","0","1199-1203 Blue Hill Ave","42.28351","-71.091949","not available","0","0.08 acres","land"
"45 Province St #2404, Boston, MA 02108 - Condo For Sale","5700000","2108","SingleFamilyResidence","3319","3 / 1","3","45 Province St #2404","42.357328","-71.059945","2009","2","community-pool","condominium"
"55 Lagrange St #1204, Boston, MA 02116 - Condo For Sale","1825000","2116","SingleFamilyResidence","1041","2","2","55 Lagrange St #1204","42.351762","-71.064128","2022","0","community-pool","condominium"
"71 W Selden St #6, Boston, MA 02126 - Condo For Sale","315000","2126","SingleFamilyResidence","877","1","3","71 W Selden St #6","42.278387","-71.08527","1980","0","community-pool","condominium"
"55 Lagrange St #910, Boston, MA 02116 - Condo For Sale","859000","2116","SingleFamilyResidence","579","1","0","55 Lagrange St #910","42.351762","-71.064128","2022","0","community-pool","condominium"
"55 Lagrange St #1201, Boston, MA 02116 - Condo For Sale","860000","2116","SingleFamilyResidence","537","1","0","55 Lagrange St #1201","42.351762","-71.064128","2022","0","community-pool","condominium"
"55 Lagrange St #1403, Boston, MA 02116 - Condo For Sale","955000","2116","SingleFamilyResidence","511","1","1","55 Lagrange St #1403","42.351762","-71.064128","2022","0","community-pool","condominium"
"55 Lagrange St #PH21C, Boston, MA 02116 - Condo For Sale","2529000","2116","SingleFamilyResidence","1218","2","2","55 Lagrange St #PH21C","42.351762","-71.064128","2022","0","community-pool","condominium"
"55 Lagrange St #1902, Boston, MA 02116 - Condo For Sale","2600000","2116","SingleFamilyResidence","1240","2","2","55 Lagrange St #1902","42.351762","-71.064128","2022","0","community-pool","condominium"
"520 E Broadway #202, Boston, MA 02127 - Condo For Sale","2695000","2127","SingleFamilyResidence","2958","4 / 1","4","520 E Broadway #202","42.33571","-71.043464","1890","2","No","condominium"
"520 E Broadway #101, Boston, MA 02127 - Condo For Sale","2595000","2127","SingleFamilyResidence","3227","3 / 1","3","520 E Broadway #101","42.33571","-71.043464","1890","2","No","condominium"
"1152 Bennington St #1, Boston, MA 02128 - Condo For Sale","619900","2128","SingleFamilyResidence","1410","2","3","1152 Bennington St #1","42.38877","-71.000536","2020","0","No","condominium"
"1662 Commonwealth Ave #12, Boston, MA 02135 - Condo For Sale","375000","2135","SingleFamilyResidence","478","1","1","1662 Commonwealth Ave #12","42.341766","-71.144651","1925","0","0.01 acres","condominium"
"111 Perkins St #54, Boston, MA 02130 - Home For Sale","315000","2130","SingleFamilyResidence","805","1","1","111 Perkins St #54","42.322493","-71.115654","1963","1","community-pool","home"
"406 Marlborough St #4, Boston, MA 02115 - Home For Sale","1849000","2115","SingleFamilyResidence","1461","2","2","406 Marlborough St #4","42.350079","-71.088411","1900","1","0.03 acres","home"
"280 Beacon St #1, Boston, MA 02116 - Condo For Sale","749900","2116","SingleFamilyResidence","685","1","1","280 Beacon St #1","42.353311","-71.081208","1929","1","No","condominium"
"123 Norwell St, Boston, MA 02121 - Single-Family Home For Sale","819900","2121","SingleFamilyResidence","2400","3 / 1","4","123 Norwell St","42.298185","-71.078871","1900","0","0.12 acres","single-family-home"
"234 Causeway St #702, Boston, MA 02114 - Condo For Sale","625000","2114","SingleFamilyResidence","928","1","1","234 Causeway St #702","42.366688","-71.059341","1899","0","0.02 acres","condominium"
"234 Causeway St #703, Boston, MA 02114 - Condo For Sale","750000","2114","SingleFamilyResidence","928","1","1","234 Causeway St #703","42.366688","-71.059341","1899","0","0.02 acres","condominium"
"10 Hancock St #3, Boston, MA 02129 - Condo For Sale","875000","2129","SingleFamilyResidence","981","2","2","10 Hancock St #3","42.378394","-71.062585","1899","0","No","condominium"
"234 Causeway St #1111, Boston, MA 02114 - Condo For Sale","700000","2114","SingleFamilyResidence","693","1","1","234 Causeway St #1111","42.366688","-71.059341","1899","0","0.02 acres","condominium"
"210 South St #51, Boston, MA 02111 - Condo For Sale","1099000","2111","SingleFamilyResidence","1730","2","2","210 South St #51","42.34986","-71.057298","1920","0","0.04 acres","condominium"
"319 Marlborough St #5, Boston, MA 02116 - Condo For Sale","1795000","2116","SingleFamilyResidence","1153","2","2","319 Marlborough St #5","42.351476","-71.084722","1890","1","0.03 acres","condominium"
"1950 Washington St #5C, Boston, MA 02118 - Condo For Sale","1289000","2118","SingleFamilyResidence","1403","2 / 1","2","1950 Washington St #5C","42.334123","-71.079702","2021","1","No","condominium"
"22 Agawam St, Boston, MA 02122 - Single-Family Home For Sale","749000","2122","SingleFamilyResidence","1485","2 / 1","4","22 Agawam St","42.294875","-71.054488","1920","2","0.07 acres","single-family-home"
"106 13th St #240, Boston, MA 02129 - Condo For Sale","789000","2129","SingleFamilyResidence","1156","2","2","106 13th St #240","42.377678","-71.050473","1920","2","No","condominium"
"1950 Washington St #5J, Boston, MA 02118 - Condo For Sale","1299000","2118","SingleFamilyResidence","1654","2 / 1","2","1950 Washington St #5J","42.334116","-71.079592","2021","1","No","condominium"
"480 W Broadway #105, Boston, MA 02127 - Condo For Sale","1100000","2127","SingleFamilyResidence","1800","2 / 1","2","480 W Broadway #105","42.33573","-71.045646","2023","1","No","condominium"
"46 Hartford St, Boston, MA 02125 - Single-Family Home For Sale","950000","2125","SingleFamilyResidence","3484","4 / 1","6","46 Hartford St","42.31547","-71.072828","1900","1","0.11 acres","single-family-home"
"63 Parsons St #1, Boston, MA 02135 - Condo For Sale","699000","2135","SingleFamilyResidence","1011","1 / 1","2","63 Parsons St #1","42.352032","-71.154367","1920","1","0.02 acres","condominium"
"90 Whitcomb Ave, Boston, MA 02130 - Single-Family Home For Sale","1089000","2130","SingleFamilyResidence","1630","1 / 1","4","90 Whitcomb Ave","42.303323","-71.130624","1936","1","0.14 acres","single-family-home"
"8 Whittier Pl #4A, Boston, MA 02114 - Home For Sale","509000","2114","SingleFamilyResidence","935","1","1","8 Whittier Pl #4A","42.365492","-71.067472","1964","0","community-pool","home"
"112 Pinckney St #41, Boston, MA 02114 - Condo For Sale","729000","2114","SingleFamilyResidence","701","1","1","112 Pinckney St #41","42.358691","-71.072052","not available","0","No","condominium"
"500 Atlantic Ave #18C, Boston, MA 02210 - Condo For Sale","1395000","2210","SingleFamilyResidence","1132","1 / 1","2","500 Atlantic Ave #18C","42.353854","-71.052002","2006","1","0.03 acres","condominium"
"9 Monument St #R, Boston, MA 02129 - Condo For Sale","1875000","2129","SingleFamilyResidence","1908","3 / 1","4","9 Monument St #R","42.377374","-71.060024","2023","0","No","condominium"
"427 Quincy St, Dorchester, MA 02125 - Land For Sale","999000","2125","SingleFamilyResidence","0","0","0","427 Quincy St","42.309774","-71.067395","not available","0","0.34 acres","land"
"74 Burt St #201, Dorchester Center, MA 02124 - Condo For Sale","585000","2124","SingleFamilyResidence","1146","2","2","74 Burt St #201","42.283696","-71.070414","2023","1","0.12 acres","condominium"
"74 Burt St #202, Dorchester Center, MA 02124 - Condo For Sale","745000","2124","SingleFamilyResidence","1439","2","3","74 Burt St #202","42.283696","-71.070414","2023","2","0.12 acres","condominium"
"188 Brookline Ave #25D, Boston, MA 02215 - Condo For Sale","1390000","2215","SingleFamilyResidence","762","1","1","188 Brookline Ave #25D","42.343873","-71.101934","2018","0","community-pool","condominium"
"30 Dighton St #1, Brighton, MA 02135 - Condo For Sale","1289000","2135","SingleFamilyResidence","2153","3","3","30 Dighton St #1","42.348184","-71.154847","2023","0","No","condominium"
"50 Draper St #3, Boston, MA 02122 - Condo For Sale","669000","2122","SingleFamilyResidence","1190","2","3","50 Draper St #3","42.303051","-71.064292","1925","0","No","condominium"
